ISBN,Book_Title,Book_Author,Year_Of_Publication,Publisher
393308189,Ever Since Darwin: Reflections in Natural History,Stephen Jay Gould,1992,W. W. Norton &amp; Company
446676136,Reason for Hope : A Spiritual Journey,Jane Goodall,2000,Warner Books
345394658,"Return to the Chateau: Preceded By, a Girl in Love",Pauline Reage,1995,Ballantine Books
345301110,Story of O,Pauline Reage,1989,Ballantine Books
140450181,"Major Barbara: Definitive Text (Shaw, Bernard, Bernard Shaw Library.)",Bernard Shaw,1989,Penguin Books
312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks
553211951,The Complete Short Stories of Mark Twain (Bantam Classic),Mark Twain,1990,Bantam Books
141301155,Charlie and the Chocolate Factory (Puffin Novels),Roald Dahl,1998,Puffin Books
525934960,The Te of Piglet,Benjamin Hoff,1992,Dutton Books
140189645,The Crucible: A Play in Four Acts (Twentieth-Century Classics),Arthur Miller,1995,Penguin Books
877790388,Webster's Legal Speller,Springfiel,1978,Merriam Webster
771065175,A Short History of Canada,Desmond Morton,1997,McClelland &amp; Stewart Ltd
451521293,"Twelfth Night, Or, What You Will (Signet Classic Shakespeare Series)",William Shakespeare,1991,Signet Classics
385324138,The Outlandish Companion,DIANA GABALDON,1999,Delacorte Press
679436332,Blake: Poems (Everyman's Library Pocket Poets),William Blake,1994,Everyman's Library
452277507,Animal Farm: A Fairy Story,George Orwell,1996,Plume Books
764222295,"The Birthright (Song of Acadia, 3)",Janette Oke,2001,Bethany House Publishers
140327738,Pippi in the South Seas,Astrid Lindgren,1988,Penguin USA
140367624,The Princess and Curdie (Puffin Classics),George MacDonald,1996,Puffin Books
140367462,The Princess and the Goblin (Puffin Classics - the Essential Collection),George MacDonald,1997,Puffin Books
764221396,"A Searching Heart (Prairie Legacy, No. 2)",Janette Oke,1999,Bethany House Publishers
764225553,When Tomorrow Comes (Canadian West (Unnumberd)),Janette Oke,2001,Bethany House Publishers
764222473,"The Sacred Shore (Song of Acadia, 2)",Janette Oke,2000,Bethany House Publishers
764221760,"The Meeting Place (Song of Acadia, 1)",Janette Oke,1999,Bethany House Publishers
764221612,"Like Gold Refined (Prairie Legacy, 4)",Janette Oke,2000,Bethany House Publishers
764221566,"A Quiet Strength (Oke, Janette, Prairie Legacy, 3)",Janette Oke,1999,Bethany House Publishers
440217563,Voyager,DIANA GABALDON,1994,Dell
385319959,Outlander,Diana Gabaldon,1998,Delta
773674187,Canadian Poetry (New Press Canadian Classics),Jack David,1989,General Distribution Services
1556619510,The Tender Years (Prairie Legacy),Janette Oke,1997,Bethany House Publishers
446611778,Last Man Standing,David Baldacci,2002,Warner Vision
1853260363,Don Quixote,Miguel De Cervantes Saavedra,1997,NTC/Contemporary Publishing Company
6374093,Making It Happen: Reflections on Leadership,John Harvey Jones,1989,HarperCollins Publishers
374525188,Housekeeping,Marilynne Robinson,1997,Farrar Straus Giroux
749385359,Dan Leno Limehouse Golem Cook Pro,Peter Ackroyd,1997,Vintage
99428644,The Trial,Franz Kafka,2001,Vintage
349111367,Easy Silence,Angela Huth,0,Firebird Distributing
747273146,Resurrecting Salvador,Jeremy Dronfield,1999,Headline
330244078,Tinker Tailor Soldier Spy,John le Carre,1995,Pan Macmillan
571216420,Vernon God Little: A 21st Century Comedy in the Presence of Death,D. B. C. Pierre,2003,Faber &amp; Faber
312974620,"Beyond Jennifer &amp; Jason, Madison &amp; Montana : What To Name Your Baby Now",Linda Rosenkrantz,2000,St. Martin's Paperbacks
304357278,E-Tales: The Best &amp; Worst of Internet Humor,David Milstead,2001,Cassell
471293334,Mothers &amp; Others for a Livable Planet Guide to Natural Baby Care : Nontoxic and Environmentally Friendly Ways to Take Care of Your New Child,Mindy  Pennybacker,1999,Wiley
1842223739,New Woman,New Woman,2001,Trafalgar Square
714530387,Room,Hubert Selby,2001,Marion Boyars Publishers
679735291,The Body Project: An Intimate History of American Girls,Joan Jacobs Brumberg,1998,Vintage Books USA
140250328,The New Whole Foods Encyclopedia: A Comprehensive Resource for Healthy Eating,Rebecca Wood,1999,Penguin Books
1591092744,LAPP,Harry Gersteneker,2002,Imprint Books
3442540356,Microsklaven.,Douglas Coupland,1998,Goldmann
671447483,PIONEER WOMEN,Joanna Stratton,1982,Touchstone
2070741354,La lenteur: Roman,Milan Kundera,1995,Gallimard
345385977,I Haven't Understood Anything Since 1962,LEWIS GRIZZARD,1993,Ballantine Books
373441762,"One True Love? (Harlequin Flipside, No. 2)",Stephanie Doyle,2003,Harlequin
373441800,"Who Needs Decaf? (Harlequin Flipside, No. 6)",Tanya Michaels,2003,Harlequin
373250479,Slightly Settled (Red Dress Ink),Wendy Markham,2004,Red Dress Ink
312303467,Bet Me,Jennifer Crusie,2004,St. Martin's Press
671693190,ACROSS THE BORDER: TRUE STORY OF SATANIC CULT KILLINGS,Gary Provost,1989,Pocket
670891509,Marrying the Mistress,Joanna Trollope,2000,Viking Books
312988915,The Nanny Diaries,N. Kraus E,2002,St. Martin's Press
425141233,Winter Prey,John Sandford,2004,Berkley Publishing Group
812966813,A Collection of Beauties at the Height of Their Popularity: A Novel,Whitney Otto,2003,Random House Trade
671016776,Gravity : A Novel of Medical Suspense,Tess Gerritsen,2000,Pocket
923059008,Gates of Hell,Brian Stewart,1988,Reignbow
373250428,Up &amp; Out (Red Dress Ink),Ariella Papa,2003,Red Dress Ink
345470621,Househusband,AD HUDLER,2004,Ballantine Books
60522259,Elegance : A Novel,Kathleen Tessaro,2003,William Morrow
312205961,Midnight Come Again (Kate Shugak Mysteries (Hardcover)),Dana Stabenow,2000,St. Martin's Minotaur
743418700,Salem Falls,Jodi Picoult,2001,Atria
399143564,Killing Grounds: A Kate Shugak Mystery (Kate Shugak Mystery/Dana Stabenow),Dana Stabenow,1998,Putnam Pub Group
399144684,"Hunter's Moon: A Kate Shugak Mystery (Stabenow, Dana. Kate Shugak Mystery.)",Dana Stabenow,1999,Putnam Publishing Group
425185508,Picture Perfect,Jodi Picoult,2002,Berkley Publishing Group
140230270,Harvesting the Heart,Jodi Picoult,1995,Penguin Books
140266925,Going to Ground: Simple Life on a Georgia Pond,Amy Blackmarr,1998,Penguin Books
525947914,Just One Look,Harlan Coben,2004,Dutton Books
345452593,Therapy,Jonathan Kellerman,2004,Ballantine Books
757300421,Chicken Soup for the Romantic Soul : Inspirational Stories About Love and Romance (Chicken Soup for the Soul (Paperback Health Communications)),Jack Canfield,2003,Health Communications
60586125,Three Wishes,Liane Moriarty,2004,HarperCollins
440220432,Killing for Company: The Story of a Man Addicted to Murder,Brian Masters,1994,Dell Publishing Company
446326062,Won't You Come Home Billy Bob,Lewis Grizzard,1985,Not Avail
671733613,WOMEN,Mark Baker,1991,Pocket
440225442,One False Move (Myron Bolitar Mysteries (Paperback)),HARLAN COBEN,1999,Dell
575403306,Alice Little &amp; the Big Girl's Blouse,Maggie Gibson,2001,Trafalgar Square
375759093,The Summer They Came : A Novel,WILLIAM STORANDT,2002,Villard
590137859,The Case of the Secret Password (Clue Jr.),Parker C. Hinter,1997,Little Apple Books (Scholastic)
786845384,Lizzie McGuire: When Moms Attack! - Book #1 : Junior Novel (Lizzie McGuire (Numbered)),Kim Ostrow,2002,Disney Press
786845406,"Lizzie Goes Wild! (Lizzie McGuire Junior Novel, Book 3)",Kirsten Larsen,2002,Disney Press
64442055,"Play Ball, Amelia Bedelia (I Can Read Book 2)",Peggy Parish,1995,HarperTrophy
64440192,Amelia Bedelia and the Surprise Shower,Peggy Parish,1979,HarperTrophy
590470051,"Dawn's Big Move (Baby-Sitters Club, 67)",Ann M. Martin,1993,Scholastic
553480545,"Jessica the Thief (Sweet Valley Twins and Friends, No 67)",Francine Pascal,1993,Random House Childrens Pub (Mm)
590417363,Fourth Grade Is a Jinx,Colleen McKenna,1995,Scholastic
590442481,The Girl With the Silver Eyes,Willo Davis Roberts,1991,Scholastic
590440829,"Claudia and the Middle School Mystery (Baby-Sitters Club, 40)",Ann M. Martin,1991,Scholastic
671879464,The Lost Locket (Nancy Drew Notebook 2) : The Lost Locket,Carolyn Keene,1994,Aladdin
553484001,"Lila on the Loose (Unicorn Club, No 14)",Alice Nicole Johansson,1996,Bantam Books
590373986,It's Great to Be Eight,Beverly Cleary,2000,Scholastic
671879510,TROUBLE AT CAMP TREEHOUSE (NANCY DREW NOTEBOOK 7) : TROUBLE AT CAMP TREEHOUSE,Carolyn Keene,1995,Aladdin
553480553,"The Middle School Gets Married (Sweet Valley Twins, No 68)",Francine Pascal,1993,Skylark
590482289,"Dawn and the School Spirit War (Baby-Sitters Club, 84)",Ann M. Martin,1995,Scholastic
553482122,"The Amazing Jessica (Sweet Valley Kids, 60)",Molly Mia Stewart,1996,Sweet Valley
380716984,Amelia Bedelia's Family Album,Peggy Parish,1994,Harpercollins Juvenile Books
590136011,Twits,Roald Dahl,0,Scholastic Inc
590426931,Bxc Woodshed Mystery,Gertrude Cha Warner,0,Scholastic Inc
590426818,Caboose Mystery (Boxcar Children (Paperback)),Gertrude Chandler Warner,1999,Scholastic
590426869,Mike's Mystery,Gertrude Cha Warner,0,Scholastic Inc
590426850,Bxc Blue Bay Mystery,Gertrude Cha Warner,0,Scholastic Inc
590426877,"Mystery Ranch (The Boxcar Children, Book 4)",Gertrude Warner,1989,Scholastic Inc
590426885,"The Yellow House Mystery (The Boxcar Children, #3)",Gertrude Chandler Warner,1989,Scholastic Inc.
590426796,Lighthouse Mystery,Gertrude C Warner,0,Scholastic Inc
380732726,Ramona's World (Ramona Series),Beverly Cleary,2001,HarperTrophy
380709562,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",Beverly Cleary,1992,HarperTrophy
380709600,Ramona Forever (Ramona Quimby (Paperback)),Beverly Cleary,1995,HarperTrophy
380709236,Emily's Runaway Imagination (Cleary Reissue),Beverly Cleary,1990,HarperTrophy
671955128,TRIPLE HAOX   ND (Nancy Drew (Paperback)),Carolyn Keene,1979,Aladdin
743437616,The Crook Who Took the Book,Carolyn Keene,2002,Aladdin
743437675,The Sand Castle Mystery (Nancy Drew Notebooks No. 49),Carolyn Keene,2002,Aladdin
671001205,The WILD CAT CRIME NANCY DREW DIGEST 141,Carolyn Keene,1998,Aladdin
743406648,Flower Power (Nancy Drew Notebooks No. 41),Carolyn Keene,2001,Aladdin
743437470,The Crazy Carnival Case (Nancy Drew Notebooks No. 48),Carolyn Keene,2002,Aladdin
8420616168,LA Comunicacion No Verbal,Flora Davis,1984,Lectorum Pubns (J)
8432213616,El beso de la mujer araña (Nueva narrativa hispánica),Manuel Puig,1976,Seix Barral
8472238350,Te Llamare Viernes (Fabula),Almudena Grandes,1994,Schoenhofsforeign Books Inc
8466303626,La inteligencia emocional de los niños,Lawrence E. Shapiro,2001,Santillana USA Publishing Company
440158613,Moving Finger,Agatha Christie,1982,Bantam Doubleday Dell
61052493,Waking Beauty,Paul Witcover,1997,Harpercollins
142000396,The Last Manly Man (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,2001,Penguin Books
679730346,London Fields (Vintage International),MARTIN AMIS,1991,Vintage
684815028,MAN IN THE QUEUE,Josephine Tey,1995,Touchstone
312204264,Mr. White's Confession : A Novel,Robert Clark,1999,Picador
312984863,The Impostor : The Liar's Club (Liars Club),Celeste Bradley,2003,St. Martin's Paperbacks
373261136,Fifth Rapunzel,B. M. Gill,1993,Worldwide Library
517573199,A Well-Timed Enchantment,Vivian Vande Velde,1990,Random House Childrens Books
60275103,Ella Enchanted (Newbery Honor Book),Gail Carson Levine,1997,HarperCollins
679752455,The Fan Man (Vintage Contemporaries),WILLIAM KOTZWINKLE,1994,Vintage
525947345,A Friend of the Family,Lisa Jewell,2003,Dutton Books
375713344,Geek Love,Katherine Dunn,2002,Vintage Books USA
805060227,Eating Naked,Stephen Dobyns,2000,Metropolitan Books
890878897,Tap Dancing in Zen,Geri Larkin,2000,Celestial Arts
91834171,The infernal,Kim Wilkins,1997,Arrow
451174291,Howards End,E. M. Forster,1992,Signet Book
3596200261,"Fischer Taschenb�?¼cher, Bd.26, Sch�?¶ne neue Welt",Aldous Huxley,2002,"Fischer (Tb.), Frankfurt"
3518366467,Wunschloses Ungl�?¼ck.,Peter Handke,1974,Suhrkamp
3129044019,Rosina: Erzahlung,Walter Kappacher,1995,Klett-Cotta
3404146298,Der Weihnachtshund.,Daniel Glattauer,2001,L�?¼bbe
140293450,About a Boy,Nick Hornby,2000,Penguin Books Ltd
1891480030,The Ushers,Edward Lee,1999,Obsidian Pub Pr
440207622,Daddy,DANIELLE STEEL,1990,Dell
671004654,OFF THE FACE OF THE EARTH,Aljean Harmetz,1998,Pocket
671759329,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket
399142495,Small Town Girl,LaVyrle Spencer,1997,Putnam Pub Group
385306059,Wings,DANIELLE STEEL,1994,Delacorte Press
843951044,To Wake the Dead,Richard Laymon,2003,Leisure Books
743253973,A Separate Peace,John Knowles,2003,Scribner
1930603401,Fondue (Quick &amp; Easy Series),Marlisa Szwillus,2000,Silverback Books
971614504,Shade of the Maple,Kirk Martin,2002,Cantwell Hamilton Pr
450057062,Night Show,Richard Laymon,1992,Hodder &amp; Stoughton General Division
747247838,All Hallow's Eve,Richard Laymon,1998,Trafalgar Square
972930949,The Fear Within,Nicole Thomas,2002,3f Publications
843951842,Endless Night,Richard Laymon,2004,Leisure Books
843953837,The Wind Caller,P. D. Cacek,2004,Leisure Books
1400042070,The Amateur Marriage: A Novel,ANNE TYLER,2004,Knopf
425193942,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2004,Berkley Publishing Group
375506039,Open House,Elizabeth Berg,2000,Random House Trade
345435028,What We Keep,Elizabeth Berg,2002,Ballantine Books
345453816,Killjoy,Julie Garwood,2003,Ballantine Books
345464958,The Last Girls (Ballantine Reader's Circle),LEE SMITH,2003,Ballantine Books
743412753,No Way Out,Andrea Kane,2001,Pocket
553583956,Safe Harbor,Luanne Rice,2003,Bantam Books
446612804,Don't Tell,Karen Rose,2003,Warner Forever
618109617,The Mystery of Breathing,Perri Klass,2004,Houghton Mifflin Company
1401300316,The Center of Everything,Laura Moriarty,2003,Hyperion
1889186287,"Quest for Sex, Truth &amp; Reality",Edward Lee,2002,Necro Pubns
1881475735,Operator B,Edward Lee,1999,Cemetery Dance Pubns
972085920,Rage,Steve Gerlach,2004,Bloodletting Pr
1889186228,"Sex, Drugs &amp; Power Tools",Edward Lee,2002,Necro Pubns
1892950103,Off Season : The Unexpurgated Signed Limited Edition,Jack Ketchum,1999,Overlook Connection Press
671729411,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket
9722100262,Memorial Do Convento,Jose Saramago,0,Luso Brazilian Books
60177225,Dangerous to Know,Barbara Taylor Bradford,1995,Harpercollins
8408028472,Pequenas Infamias: Premio Planeta 1998 (Autores Espanoles E Iberoamericanos),Carmen Posadas,1999,"Editorial Planeta, S.A. (Barcelona)"
8484034097,"Alicia En El Pais De Las Maravillas, Fantasmagoria, Y Un Cuento Enredado / Alice In Wonderland, Phantasmagoria, And, A Tangled Tale (Clasicos Seleccion)",Lewis Carroll,2004,Edimat Libros
9505112033,62 Modelo Para Armar,Julio Cortazar,1995,Aguilar
8484501876,Pequenos Altares,Rebecca Wells,2002,Distribooks
8432038598,La vida es sueño: Drama y auto sacramental (Clásicos universales planeta),Pedro Calderón de la Barca,1981,Planeta
9875500534,Bodas de Sangre,Federico Garcia Lorca,2001,Errepar
8445071955,El Herrero De Wooton Major,J. R. R. Tolkien,2002,Minotauro
8423329860,Beatriz y Los Cuerpos Celestes: Una Novela Rosa (Coleccion Ancora y Delfin),Lucia Etxebarria,1998,Schoenhof Foreign Books Inc
8466304630,Rayuela,Julio Cortazar,2001,Suma de Letras
9875500046,"Divina Comedia, La",Dante Alighieri,2001,Longseller
8420613126,El Extranjero,Albert Camus,1999,Alianza
8423915379,Tres Sombreros De Copa,Miguel Mihura,1986,Lectorum Pubns (Adult)
8437601002,Pic-Nic-El Triciclo el Laberinto,Fernando Arrabal,1985,Ediciones Catedra S.A.
9875500526,Dona Rosita La Soltera,Federico Garcia Lorca,2001,Errepar
8434410990,Etica para Amador (Ariel),Fernando Savater,1991,Ariel
8449500516,Macbeth - Hamlet,William Shakespeare,1998,Mateos Ediciones
425128458,Sullivan's Sting,Lawrence Sanders,1997,Berkley Publishing Group
553568701,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,Bantam Books
1569471231,The Handmaid of Desire,John L'Heureux,1998,Soho Press
1889199036,Styles by Maggie Sweet,Judith Minthorn Stacy,1999,John F. Blair Publisher
345442938,My Only Story,Monica Wood,2001,Ballantine Books
531058379,Afternoon of the Elves,Janet Taylor Lisle,1989,Orchard Books (NY)
425129616,The Mysterious Affair at Styles,Agatha Christie,2004,Berkley Publishing Group
1856352498,The Story of Irish Emigration (Compact Irish history),Frank D'Arcy,1999,Irish Books &amp; Media
688162827,Tell Me Your Dreams,Sidney Sheldon,1998,William Morrow &amp; Company
60083948,Tishomingo Blues,Elmore Leonard,2002,HarperTorch
679892206,"Secret Ingredient (Stepping Stone,  paper)",G. E. Stanley,1999,Random House Trade
1590521439,A Steadfast Surrender,Nancy Moser,2003,Multnomah
152024999,Ginger Pye,Eleanor Estes,2000,Harcourt Young Classics
849942845,The Note - A Novel -,Angela Elwell Hunt,2001,WestBow Press
2070360024,"L'Etranger (Collection Folio, 2)",Albert Camus,1990,Gallimard Jeunesse
451184025,Dark Cathedral (Creed S.),Freda Warrington,1999,Penguin Uk
8427016883,En Busca De Tutankamon,Christian Jacq,1995,Planeta Pub Corp
8440697414,"Secretos de La Diosa, Los",Brenda Gates,2001,Ediciones B
8440666845,"Circulos de Piedra, Los",Joan Dahr Lambert,1999,Grupo Zeta
553213695,The Metamorphosis (Bantam Classics),FRANZ KAFKA,1972,Bantam
140089373,Fools Crow (Contemporary American Fiction),James Welch,1987,Penguin Books
140291946,House of the Winds (Penguin Readers Guide Inside),Mia Yun,2000,Penguin Books
921149611,Folk and Fairy Tales,Martin Hallett,1991,Broadview Press
460873598,Alice's Adventures in Wonderland and Through the Looking Glass (Everyman Paperback Classics),Lewis Carroll,1993,Everymans Library
889223394,Modern Canadian Plays (Modern Canadian Plays),Jerry Wasserman,1994,"Talonbooks, Ltd."
138199051,Social Inequality in Canada Patterns Problems Policies,Curtis,1992,Prentice Hall (Sd)
771021461,"Health, Illness &amp; Medicine (Oxford)",Clarke,1990,McClelland &amp; Stewart
446344109,Name of the Rose,Umberto Eco,1986,Warner Books
452008999,The Master and Margarita,M. Bulgakov,1980,Plume Books
316788228,The Pilot's Wife,Anita Shreve,2001,"Little, Brown"
415902029,Erotic Welfare: Sexual Theory and Politics in the Age of Epidemic (Thinking Gender),Linda Singer,1992,Routledge
920057861,Radical Papers,Dimitrios Roussopoulos,1996,Black Rose Books
774803436,Cross-Cultural Caring: A Handbook for Health Professionals in Western Canada,Nancy Waxler-Morrison,1990,University of British Columbia Press
1550170732,Power to Us All: Consititution or Social Contract,George Woodcock,1992,Harbour Pub Co
176035400,"Work, Industry, and Canadian Society",H. Krahn,1993,Nelson Canada
192815326,"Frankenstein: Or, the Modern Prometheus (World's Classics)",Mary Wollstonecraft Shelley,1982,Oxford University Press
948984031,Scum Manifesto,Valerie Solanas,1991,Phoenix Press (UK)
671740288,LOONY BIN TRIP,Kate Millett,1991,Touchstone
951426133,Free,M. Gilliland,1990,Attack International
704339838,"Never the same again: Women and the miners' strike, 1984-85",Jean Stead,1987,Women's Press
375421815,The Crazed: A Novel,HA JIN,2002,Pantheon
451519841,1984,George Orwell,1980,New Amer Library
889222371,Cambodia: A Book for People Who Find Television Too Slow,Brian Fawcett,1986,"Talonbooks, Ltd."
140067779,Obasan,Joy Kogawa,1983,Penguin Books
553211714,Anna Karenina,Leo Tolstoy,1984,Bantam
440160677,Other Side of Midnight,Sidney Sheldon,1977,Dell Publishing Company
451158962,The Miracle,Irving Wallace,1988,New Amer Library
61095869,Her Own Rules,Barbara Taylor Bradford,1997,HarperTorch
345345738,Women in His Life,Barbara Taylor Bradford,1994,Ballantine Books
1859671438,Tinwork (New Crafts),Marion Elliot,1996,Lorenz Books
870407570,Paper Magic: Pop-Up Paper Craft,Masahiro Chatani,1988,Ondorisha Publishers
441172717,Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter
8466303316,La fiesta del chivo,Mario Vargas Llosa,2001,Punto de Lectura
751510785,Next to a Letter from Home: Major Glenn Miller's Wartime Band,Geoffrey Butcher,1997,Trafalgar Square
375803483,Count Karlstein,Philip Pullman,2000,Yearling Books
60956453,Ordinary Resurrections: Children in the Years of Hope,Jonathan Kozol,2001,Perennial
971400415,Love Thy Sister,Maria Grazia Swan,2001,Zander eBooks
374266441,Smilla's Sense of Snow,Peter Hoeg,1993,Farrar Straus &amp; Giroux
452283876,Himalayan Dhaba,Craig Joseph Danner,2003,Plume Books
375506292,The Seal Wife : A Novel,KATHRYN HARRISON,2002,Random House
553156691,"Taking Charge (Sweet Valley Twins, No 26)",Francine Pascal,1989,Sweet Valley
553156810,"Teamwork (Sweet Valley Twins, No 27)",Francine Pascal,1989,Sweet Valley
553156950,"JESSICA AND THE BRAT ATTACK (Sweet Valley Twins, No 29)",FRANCINE PASCAL,1989,Sweet Valley
553157159,"Princess Elizabeth (Sweet Valley Twins, No 30)",Francine Pascal,1989,Sweet Valley
553156888,"APRIL FOOL! (Sweet Valley Twins, No 28)",FRANCINE PASCAL,1989,Sweet Valley
553156357,"JUMPING TO CONCLUSIONS (Sweet Valley Twins, No 24)",FRANCINE PASCAL,1988,Sweet Valley
553156535,Standing Out (72),Francine Pascal,1988,Sweet Valley
553157272,"JESSICA'S BAD IDEA (Sweet Valley Twins, No 31)",FRANCINE PASCAL,1989,Sweet Valley
553156241,"Claim to Fame (Sweet Valley Twins, No 23)",Francine Pascal,1988,Sweet Valley
553156284,"OUT OF PLACE (Sweet Valley Twins, No 22)",FRANCINE PASCAL,1988,Sweet Valley
553156098,"Left Behind (Sweet Valley Twins, 21)",Francine Pascal,1991,Sweet Valley
553157078,"The Big Camp Secret (Sweet Valley Twins, No 3/Super Edition)",Jamie Suzanne,1989,Sweet Valley
553156411,Holiday Mischief (Sweet Valley Twins Super (Paperback)),Francine Pascal,1996,Sweet Valley
553155881,"Class Trip (Sweet Valley Twins Super Edition, No 1)",Francine Pascal,1988,Sweet Valley
553156063,"Playing Hooky (Sweet Valley Twins, No 20)",Francine Pascal,1988,Bantam Books (Mm)
553156632,"Tug of War (Sweet Valley Twins, No 14)",Jamie Suzanne,1988,Sweet Valley
553484346,"Elizabeth Solves It All (Sweet Valley Twins, 103)",Jamie Suzanne,1997,Sweet Valley
60961023,Taming Your Gremlin: A Guide to Enjoying Yourself,Richard David Carson,1990,Perennial
385134444,Farm Journal's Freezing and Canning Cookbook: Prized Recipes from the Farms of America,Nell Nichols,1978,Bantam Dell Pub Group
446342963,Dreamer's Dictionary,Tom Corbett,1986,Warner Books
23672609,Descartes : Discourse On Method and the Meditations,Laurence J. Lafleur,1960,Pearson Education
1567615325,The Complete Idiot's Guide to the Perfect Wedding (Serial),Teddy Lenderman,1995,Alpha Books
451410327,Shetland Summer,Janet Lynnford,2002,Onyx Books
553569902,Lion's Bride,IRIS JOHANSEN,1996,Bantam
553574116,Wicked Widow,Amanda Quick,2001,Bantam Books
3442413508,Auf Ehre und Gewissen. Roman.,Elizabeth George,1992,Goldmann
385479484,The Short History of a Prince: A Novel,Jane Hamilton,1999,Anchor Books/Doubleday
3257234015,Zwei Fremde im Zug. Roman.,Patricia Highsmith,2003,Diogenes
30914566,Soldier,Anthony B Herbert,1973,"Holt, Rinehart and Winston"
425185796,The Crossword Connection,Nero Blanc,2002,Berkley Publishing Group
1573223328,"Across the Nightingale Floor (Tales of the Otori, Book One)",Lian Hearn,2003,Riverhead Books
399142614,The List,Steven Paul Martini,1997,Putnam Pub Group
375703128,The Road to Mars,Eric Idle,2001,Random House~trade
553232320,Road to Gandolfo,Robert Ludlum,1982,Bantam Doubleday Dell
440318688,Deliverance,JAMES DICKEY,1986,Laurel
345314980,Berlin Game,Len Deighton,1990,Ballantine Books
3455042457,Das serbische Mädchen: Erzählungen,Siegfried Lenz,1987,Hoffmann und Campe
380811812,Aftermath : A Novel of Suspense,Peter Robinson,2002,Avon
452267110,Praisesong for the Widow (Plume Contemporary Fiction),Paule Marshall,1992,Plume Books
451187261,Matters of Choice,Noah Gordon,1997,Signet Book
425068293,Savannah,Eugenia Price,1984,Berkley Publishing Group
553295233,"Bright Captivity (Georgia Trilogy, Book 1)",Eugenia Price,1994,Bantam Books
743246071,The Queen's Fool : A Novel,Philippa Gregory,2004,Touchstone
743417682,From a Buick 8,Stephen King,2003,Pocket Books
385507593,Jennifer Government : A Novel,Max Barry,2003,Doubleday
345441036,Black House,Stephen King,2002,Ballantine Books
345366700,"Tanar of Pellucidar (Pellucidar, No 3)",Edgar Burroughs,1990,Ballantine Books
441470017,Land of Terror,Edgar Rice Burroughs,1982,Ace Books
441046371,Back to Stone Age,Edgar Rice Burroughs,1982,Ace Books
553575708,"The Edge of Human (Blade Runner, Book 2)",K. W. Jeter,1996,Bantam
812542843,Angel,Garry D. Kilworth,1997,Tor Books (Mm)
553281747,Mona Lisa Overdrive (Bantam Spectra Book),William Gibson,1989,Bantam
1572971967,Fierce Creatures: A Novel,Iain Johnstone,1997,Berkley Publishing Group
1565049314,Child of the Light (Child of the Light),Janet Berliner,1996,White Wolf Pub
312867549,1921 : The Great Novel of the Irish Civil War (Irish Century),Morgan Llywelyn,2001,Forge Books
879516283,"The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone",Mervyn Peake,1995,Overlook Press
812571339,"Crossroads of Twilight (Wheel of Time, Book 10)",Robert Jordan,2003,Tor Fantasy
380732033,Night Lives On,Walter J. Lord,1998,Avon
553278274,A Night to Remember,WALTER LORD,1997,Bantam
553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam
934641641,How to Rock Climb! (How to Rock Climb),John Long,1993,Globe Pequot Pr
1851820442,Navarre Bible: Acts of the Apostles (Navarre Bible: New Testament),Faculty of Theology of the University of,1998,International Specialized Book Services
446671444,What Your Doctor May Not Tell You About Menopause: The Breakthrough Book on Natural Progesterone,John R. Lee,1996,Warner Books
440717949,Dear Mr Henshaw,Beverly Cleary,1984,Bantam Doubleday Dell
140502343,Story of Ferdinand (Picture Puffin),Munro Leaf,1977,Puffin Books
590478346,Sounder,William Armstrong,0,Scholastic Inc
440474655,Sadako and the Thousand Paper Cranes,Eleanor Coerr,1979,Yearling
806968532,Secret Hiding Places: (For Clever Kids),Mark Shulman,2001,Sterling
385318413,What Your Kindergartner Needs to Know: Preparing Your Child for a Lifetime of Learning (Core Knowledge Series),E. D. Hirsch,1997,Delta Trade Paperbacks
1569873291,Who's a Goblin?,Dandi Daley Mackall,1995,Landoll
1569870381,The Christmas Cookies,Andy Rector,1993,"Landoll, Inc."
439327660,School's In!,Debbie Dadey,2001,Scholastic Inc.
1885221665,"If You Wear Out Your Body, Where Will You Live?: The Little Book of Nourishment for Your Body, Mind, and Soul",Barb Schwarz,1997,Bookpartners
590189344,"Lost in Space, Digest",Catherine Clark,1998,Scholastic
1561791334,Adventures In Odyssey Fiction Series #4: Behind The Locked Door,Paul McCusker,1993,Thomas Nelson
553225413,House of Danger,Raymond A. Montgomery,1982,Bantam Books
451188586,The Illustrated Sports Record Book,Zander Hollander,1996,Signet Book
1561568805, Tales of Terror and Suspense,Allen Edgar,1998,Kidsbooks
717289079,Disney's Tarzan (Disney's Wonderful World of Reading),Owned by Edgar Rice Burroughs,1999,Grolier Book Club Edition
